lon,lat,temperature_2m,precipitation,cloud_cover,wind_speed_10m,last_updated
5.94,48.04,15.8,0.0,80,1.53,2026-09-23T18:47:31Z
4.7,48.1,18.1,0.0,100,1.0,2026-09-23T18:47:31Z
4.76,48.1,18.0,0.0,100,1.7,2026-09-23T18:47:31Z
4.8,48.1,17.6,0.0,100,0.64,2026-09-23T18:47:31Z
4.86,48.1,18.2,0.0,100,1.3,2026-09-23T18:47:31Z
4.9,48.1,18.3,0.0,100,0.94,2026-09-23T18:47:31Z
4.94,48.1,18.2,0.0,100,1.1,2026-09-23T18:47:31Z
5.0,48.1,18.8,0.0,100,1.24,2026-09-23T18:47:31Z
5.06,48.1,18.9,0.0,100,0.98,2026-09-23T18:47:31Z
5.1,48.1,18.3,0.0,100,0.89,2026-09-23T18:47:31Z
5.16,48.1,18.1,0.0,96,1.12,2026-09-23T18:47:31Z
5.2,48.1,18.3,0.0,94,1.26,2026-09-23T18:47:31Z
5.26,48.1,18.0,0.0,84,1.22,2026-09-23T18:47:31Z
5.3,48.1,17.9,0.0,83,1.34,2026-09-23T18:47:31Z
5.36,48.1,17.7,0.0,86,1.2,2026-09-23T18:47:31Z
5.4,48.1,18.2,0.0,87,1.08,2026-09-23T18:47:31Z
5.44,48.1,18.0,0.0,90,1.52,2026-09-23T18:47:31Z
5.5,48.1,18.2,0.0,91,2.69,2026-09-23T18:47:31Z
5.56,48.1,18.9,0.0,88,1.84,2026-09-23T18:47:31Z
5.6,48.1,17.8,0.0,87,1.12,2026-09-23T18:47:31Z
5.66,48.1,18.2,0.0,85,0.71,2026-09-23T18:47:31Z
5.7,48.1,17.8,0.0,84,0.61,2026-09-23T18:47:31Z
5.76,48.1,17.6,0.0,82,1.24,2026-09-23T18:47:31Z
5.8,48.1,17.2,0.0,79,1.52,2026-09-23T18:47:31Z
5.86,48.1,17.3,0.0,82,1.48,2026-09-23T18:47:31Z
5.9,48.1,17.4,0.0,81,1.72,2026-09-23T18:47:31Z
5.94,48.1,14.4,0.0,79,1.33,2026-09-23T18:47:31Z
4.7,48.16,17.9,0.0,100,1.17,2026-09-23T18:47:31Z
4.76,48.16,17.7,0.0,100,1.26,2026-09-23T18:47:31Z
4.8,48.16,18.6,0.0,100,0.58,2026-09-23T18:47:31Z
4.86,48.16,18.6,0.0,100,1.2,2026-09-23T18:47:31Z
4.9,48.16,17.0,0.0,100,1.2,2026-09-23T18:47:31Z
4.94,48.16,18.2,0.0,100,1.32,2026-09-23T18:47:31Z
5.0,48.16,18.6,0.0,98,1.21,2026-09-23T18:47:31Z
5.06,48.16,18.2,0.0,96,1.5,2026-09-23T18:47:31Z
5.1,48.16,18.5,0.0,97,1.14,2026-09-23T18:47:31Z
5.16,48.16,19.0,0.0,87,0.8,2026-09-23T18:47:31Z
5.2,48.16,19.1,0.0,81,0.85,2026-09-23T18:47:31Z
5.26,48.16,18.0,0.0,83,0.81,2026-09-23T18:47:31Z
5.3,48.16,17.6,0.0,83,0.92,2026-09-23T18:47:31Z
5.36,48.16,18.2,0.0,85,1.03,2026-09-23T18:47:31Z
5.4,48.16,17.6,0.0,84,1.12,2026-09-23T18:47:31Z
5.44,48.16,17.6,0.0,88,1.34,2026-09-23T18:47:31Z
5.5,48.16,17.9,0.0,74,2.27,2026-09-23T18:47:31Z
5.56,48.16,18.9,0.0,79,2.62,2026-09-23T18:47:31Z
5.6,48.16,18.7,0.0,93,1.8,2026-09-23T18:47:31Z
5.66,48.16,18.1,0.0,91,0.81,2026-09-23T18:47:31Z
5.7,48.16,19.1,0.0,91,0.6,2026-09-23T18:47:31Z
5.76,48.16,17.9,0.0,88,0.5,2026-09-23T18:47:31Z
5.8,48.16,18.4,0.0,85,1.0,2026-09-23T18:47:31Z
5.86,48.16,16.5,0.0,84,1.0,2026-09-23T18:47:31Z
5.9,48.16,16.6,0.0,83,0.5,2026-09-23T18:47:31Z
5.94,48.16,18.1,0.0,82,0.92,2026-09-23T18:47:31Z
4.7,48.2,18.3,0.0,100,1.24,2026-09-23T18:47:31Z
4.76,48.2,17.5,0.0,100,0.63,2026-09-23T18:47:31Z
4.8,48.2,18.1,0.0,100,0.78,2026-09-23T18:47:31Z
4.86,48.2,18.0,0.0,100,1.2,2026-09-23T18:47:31Z
4.9,48.2,17.9,0.0,100,1.22,2026-09-23T18:47:31Z
4.94,48.2,18.3,0.0,100,1.22,2026-09-23T18:47:31Z
5.0,48.2,18.0,0.0,97,1.52,2026-09-23T18:47:31Z
5.06,48.2,17.7,0.0,98,1.7,2026-09-23T18:47:31Z
5.1,48.2,17.8,0.0,97,1.36,2026-09-23T18:47:31Z
